,tweet_text,user_screen_name,user_name,user_location,user_followers_count,user_friends_count,user_listed_count,user_favourites_count,tweet_created_at,tweet_id,tweet_source,tweet_lang,tweet_quote_count,tweet_reply_count,tweet_retweet_count,tweet_favorite_count,source_tweet_text,is_retweet,source_user_screen_name,source_user_name,source_user_location,source_user_followers_count,source_user_friends_count,source_user_listed_count,source_user_favourites_count,source_tweet_created_at,source_tweet_id,source_tweet_source,source_tweet_lang,source_tweet_quote_count,source_tweet_reply_count,source_tweet_retweet_count,source_tweet_favorite_count
3922,RT @IranIntl_En: Qatar has rescinded the visas of a team of @IranIntl journalists intending to travel to Qatar to cover FIFA World Cup. The,WhereL0veLives,WhereLoveLives,,14,134,0,4624,Fri Nov 18 01:21:03 +0000 2022,1593413946165411841,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Qatar has rescinded the visas of a team of @IranIntl journalists intending to travel to Qatar to cover FIFA World Cup. The move comes as Iran's gov't has worked with Doha to ""avoid possible problems"" during the tournament and threatened journalists with ""returning them to Iran"". https://t.co/WRXaepbv8N",True,IranIntl_En,Iran International English,"London, UK",117201.0,5.0,749.0,15.0,Wed Nov 16 20:25:54 +0000 2022,1.5929772806532342e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,90.0,112.0,456.0,939.0
3923,excited for worldcup @fabientarkov @gabentweets @sumiirose @fred_lagos @ThePunkDAO @minnasanh @AlbertKnewman @aeFFGbz4FOE13VP @busybosscrypto @Swedenborg_NFTS @nofourtree @BSialab,Hamixmhjs,Hami,Cyprus,0,5,0,2,Fri Nov 18 01:21:03 +0000 2022,1593413946681298944,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3924,"RT @winflrose: GIVEAWAY $3.5 | 52.000 IDR -

 retweet 
 comment on quote tweet below 

ends in 30 mins, go luvs ",seyquirrex,IM Lucky ,,220,3765,0,3340,Fri Nov 18 01:21:04 +0000 2022,1593413947788431361,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"GIVEAWAY $3.5 | 52.000 IDR -

 retweet 
 comment on quote tweet below 

ends in 30 mins, go luvs ",True,winflrose,flo ,dm for promo ,131441.0,207.0,1375.0,590.0,Thu Nov 17 23:06:30 +0000 2022,1.5933800836829143e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0.0,87.0,369.0,42.0
3925,RT @TazTheStarGazer: Qatar gets slated for the same rules Dubai have but you lot aren't ready to have that conversation because Dubai lets,hafzaahhhx,,,481,423,4,88801,Fri Nov 18 01:21:04 +0000 2022,1593413950053519361,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,Qatar gets slated for the same rules Dubai have but you lot aren't ready to have that conversation because Dubai lets you party and go clubbing...,True,TazTheStarGazer,Taz,London,1587.0,1474.0,39.0,13716.0,Wed Nov 16 10:32:03 +0000 2022,1.5928278335164498e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,3.0,1.0,17.0,131.0
3926,"3 days to go!
The 2022 Qatar World Cup is coming!!!
Are you ready for the green carnival? Which team is your pick? Comment your pick for the world cup here. 
#Qatar2022 #yestech #LED #display #screen #worldcup #YESTECH #qatar https://t.co/LeuvEgoRD5",YESTECH_LED,YES TECH LED Display,,789,944,5,539,Fri Nov 18 01:21:04 +0000 2022,1593413949994586113,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3927,"RT @bunniefied: $15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",n0xvembigwin,$COOKIES$TTC ,,42,2116,0,2423,Fri Nov 18 01:21:04 +0000 2022,1593413950946693120,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"$15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",True,bunniefied,bunnie , | GMT +8 | est 10.21.20,261188.0,819.0,2238.0,5031.0,Thu Nov 17 21:41:27 +0000 2022,1.5933586815208202e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,413.0,2085.0,253.0
3928,"RT @Jungkook__SNS: Jungkook shopping, dancing and relaxing in the market of Qatar. He's so happy https://t.co/6X5q18alXd",Nadia_for7,Moonluxx ,Per,220,241,1,49707,Fri Nov 18 01:21:05 +0000 2022,1593413953186562049,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Jungkook shopping, dancing and relaxing in the market of Qatar. He's so happy https://t.co/6X5q18alXd",True,Jungkook__SNS,Jungkook SNS,Turn on notifications!,61526.0,142.0,702.0,33090.0,Thu Nov 17 15:19:52 +0000 2022,1.593262652444246e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,429.0,111.0,2828.0,10764.0
3929,@LawaLaura Well cmon there are millions of British supporters already there in Qatar https://t.co/LJjOxZCUmG,riding_my_duck,Fahad,,192,173,0,13259,Fri Nov 18 01:21:07 +0000 2022,1593413962426720258,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3930,"RT @googieluv97: Enjoy your time in Qatar, Jungkookie

#JungkookInQatar #Jungkook https://t.co/2CezR1jvYy",4everluvjinkook,Jinkook Ai,Malaysia,303,153,1,384183,Fri Nov 18 01:21:07 +0000 2022,1593413964498898944,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Enjoy your time in Qatar, Jungkookie

#JungkookInQatar #Jungkook https://t.co/2CezR1jvYy",True,googieluv97,ruru  fifakook ,always with bts ,92.0,283.0,1.0,2350.0,Thu Nov 17 15:39:25 +0000 2022,1.593267572929364e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,59.0,8.0,738.0,2528.0
3931,"RT @ashoswai: 2,711 Indian workers have died in Qatar in building stadiums, houses, and roads for the 2022 World Cup. Indian media talks ab",mohd_imdadullah,Mohd.Imdadullah,"Hyderabad, India",12,203,0,1331,Fri Nov 18 01:21:08 +0000 2022,1593413966679506945,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"2,711 Indian workers have died in Qatar in building stadiums, houses, and roads for the 2022 World Cup. Indian media talks about Pakistani-Origin Sunak but completely ignores the poor Indian workers, who send billions of remittance money home.",True,ashoswai,Ashok Swain,"Uppsala, Sweden",467033.0,1960.0,798.0,36967.0,Thu Nov 17 22:42:30 +0000 2022,1.593374045629825e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,6.0,32.0,208.0,725.0
3932,"RT @GametaHippo:  HippoClub World Cup Giveaway

The #WorldCup is nearly upon us! HippoClub host a fantastic #NFT Carnival for You !",aptos23082492,aptos,,246,366,0,106,Fri Nov 18 01:21:08 +0000 2022,1593413968118181888,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0," HippoClub World Cup Giveaway

The #WorldCup is nearly upon us! HippoClub host a fantastic #NFT Carnival for You !

 1000 Limited s 

To Enter
https://t.co/pdJuqB1jrY

 Nov 16th - Dec 10th  1000  UTC
Coming soon https://t.co/zGUM2im2T4",True,GametaHippo,HippoClub NFT | Launching On BNB Chain,Hippo World,35460.0,35.0,8.0,74.0,Wed Nov 16 10:00:01 +0000 2022,1.5928197715521126e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,291.0,195.0,950.0,989.0
3933,RT @amjadt25: Exclusive: Qatar bribed eight Ecuadorian players $7.4 million to lose the opener(1-0  2nd half). Five Qatari and #Ecadour i,_jepo,Jefferson,Pasaje,951,480,0,17564,Fri Nov 18 01:21:09 +0000 2022,1593413968873361408,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Exclusive: Qatar bribed eight Ecuadorian players $7.4 million to lose the opener(1-0  2nd half). Five Qatari and #Ecadour insiders confirmed this.We hope it's false. We hope sharing this will affect the outcome.The world should oppose FIFA corruption.
@MailSport #WorldCup2022",True,amjadt25,Amjad Taha  ,"England, United Kingdom",437484.0,1997.0,737.0,107979.0,Thu Nov 17 15:54:27 +0000 2022,1.593271354803032e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,6783.0,1391.0,9161.0,33644.0
3934,RT @I_Am_Spring_Day: What amazes me about the Qatar situation is that people are actually debating if stalking a person is okay or not.,lalalaskpurple,chickenkalguksu (semi ia) TANNIES,,96,212,0,96018,Fri Nov 18 01:21:09 +0000 2022,1593413970974892033,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,What amazes me about the Qatar situation is that people are actually debating if stalking a person is okay or not.,True,I_Am_Spring_Day,Spring Day,,68670.0,4.0,360.0,62942.0,Thu Nov 17 18:12:00 +0000 2022,1.5933059696472883e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,41.0,40.0,527.0,2245.0
3935,"RT @taemi_KV: Taehyung buying something in Paris 
Jungkook buying something in Qatar

                           CELINE https://t.co/u4fWG6",votU9fuonXCkcCm,MIND ,,3,95,0,7395,Fri Nov 18 01:21:10 +0000 2022,1593413972933238784,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",en,0,0,0,0,"Taehyung buying something in Paris 
Jungkook buying something in Qatar

                           CELINE https://t.co/u4fWG6hjRh",True,taemi_KV,koote,,15588.0,108.0,185.0,4027.0,Thu Nov 17 15:16:24 +0000 2022,1.5932617807126856e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,51.0,6.0,780.0,3025.0
3936,"RT @aykook7bts: jungkook in Doha, Qatar today &lt;3
plz he's just the cutest and most adorable with every single detail 

WELCOME TO QATAR J",JustAAAAAAAAdnj,DsugaaayoonD,,13,819,0,11088,Fri Nov 18 01:21:11 +0000 2022,1593413978717564928,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"jungkook in Doha, Qatar today &lt;3
plz he's just the cutest and most adorable with every single detail 

WELCOME TO QATAR JUNGKOOK 
#JUNGKOOKIE #jungkook97 #jeonjungkook #JungkookInQatar #FIFAWorldCupQatar2022 #FIFAJUNGKOOK #JungkookAtFIFAWorldCup #doha_prince #Qatar2022 https://t.co/GdDUMSK6bl",True,aykook7bts,AyatFIFAKOOK,Iraq ,453.0,299.0,8.0,330353.0,Thu Nov 17 20:57:17 +0000 2022,1.593347566741201e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,18.0,2.0,257.0,981.0
3937,RT @mutantfate: White gays really dont care about oppression unless it affects them lol,duxaluxa3005,Duxaluxa3005,he/they,507,1424,3,475989,Fri Nov 18 01:21:11 +0000 2022,1593413978977353730,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,White gays really dont care about oppression unless it affects them lol,True,mutantfate,karim,Tower of Fate  Themyscira,5846.0,756.0,16.0,77237.0,Fri Nov 18 00:12:02 +0000 2022,1.5933965788066488e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0.0,6.0,18.0,101.0
3938,"RT @bookmakerxyz: @bookmakerxyz World Cup 2022 - $50,000 Betting Competition 

You guys have been asking what we're doing for the #Worl",Mhiftach71Near,Mhiftach || BabyApesSociety || Sui Global,,141,4696,7,11014,Fri Nov 18 01:21:13 +0000 2022,1593413986271170561,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"@bookmakerxyz World Cup 2022 - $50,000 Betting Competition 

You guys have been asking what we're doing for the #WorldCup2022 and we're officially announcing it now! 

Returning with our ever popular betting competition... But this time with a twist 

#GamblingTwitter https://t.co/oB3jsuvreM",True,bookmakerxyz,bookmaker.XYZ,,9744.0,56.0,19.0,522.0,Tue Nov 15 16:51:17 +0000 2022,1.5925608842659226e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,36.0,68.0,1221.0,1258.0
3939,"FIFA World Cup Qatar 2022 (First stage)

Qatar vs Ecuador
Sun Nov 20 2022 at 4:00:00 PM

*Auto generated content from Open Source APIs*",jfreeg_,Alexander,,1913,1222,0,0,Fri Nov 18 01:21:13 +0000 2022,1593413987156496384,"<a href=""https://jfreeg.bio.link/"" rel=""nofollow"">jfreeg</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3940,Wordsworth Service Carey Victor # Moore Rudolph #WorldCup2022 Patricia Sapir # Chloe Pepys https://t.co/isCYk3EXIF,LakhagudaD,             ,,2,4,0,0,Fri Nov 18 01:21:13 +0000 2022,1593413988305358848,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3941,RT @prime_jordan1: Might tune in to Qatar vs Ecuador just to see what kind of refereeing we can expect for the rest of the comp,idnoperson,tom ,2814,196,526,7,28717,Fri Nov 18 01:21:13 +0000 2022,1593413988896985089,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,Might tune in to Qatar vs Ecuador just to see what kind of refereeing we can expect for the rest of the comp,True,prime_jordan1,.,,27583.0,1819.0,119.0,62441.0,Thu Nov 17 17:07:43 +0000 2022,1.593289795060523e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0.0,3.0,9.0,228.0
3942,RT @emilykschrader: My article with @sardar_pashaei on why the football team of the Islamic regime competing under the name #Iran should,arashkamangar88,arash kamangar,,15,5,0,3196,Fri Nov 18 01:21:14 +0000 2022,1593413990444666880,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"My article with @sardar_pashaei on why the football team of the Islamic regime competing under the name #Iran should be banned from the #FIFA #WorldCup2022 
#IranRevoIution #OpIran #MahsaAmini 
https://t.co/RRF7ICzDMf",True,emilykschrader,Emily Schrader -    ,Israel,73560.0,1038.0,292.0,6614.0,Thu Nov 17 07:33:10 +0000 2022,1.5931452048399647e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,7.0,57.0,149.0,446.0
3943,"RT @bitforexcom: #FIFAWorldCup is coming soon, we've so proud to announce the FIFA World Cup Qatar 2022 event - Predict &amp; vote for your s",tonyggact,"0xTony (, ) (,) ","Florida, USA",110,462,7,636,Fri Nov 18 01:21:14 +0000 2022,1593413990721650688,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"#FIFAWorldCup is coming soon, we've so proud to announce the FIFA World Cup Qatar 2022 event - Predict &amp; vote for your support team to share the prize pool!

Event Time: 11/14 15:00 - 12/19 23:00 (GMT+8)

Join now: https://t.co/ppP5KPUb4V
@FIFAWorldCup #BitForex https://t.co/VRfVNC6IKr",True,bitforexcom,BitForex,Hong Kong,144913.0,694.0,315.0,6669.0,Tue Nov 15 03:35:52 +0000 2022,1.5923607095975977e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,13.0,45.0,965.0,1007.0
3944,"RT @sarahpromos: $250 ~ 48 Hours 

$125
- RT &amp; RT Quoted Tweet Below 

+$125
Sign up: https://t.co/rN3KTDW63L
( Proof )

----------
 Tra",624KSNW1NS, nov wins who? ,'02 | engene bong cutie ,135,4124,0,4763,Fri Nov 18 01:21:14 +0000 2022,1593413990843322370,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"$250 ~ 48 Hours 

$125
- RT &amp; RT Quoted Tweet Below 

+$125
Sign up: https://t.co/rN3KTDW63L
( Proof )

----------
 Trade #Contracts &amp; #Options on #Bybit

 Score Trading Goals &amp; Share a 500000 #USDT Prize Pool!
 Enter the #luckydraw and win 1000 Mystery #NFTs!",True,sarahpromos,Sarah Crypto ,,708580.0,171.0,1003.0,227.0,Thu Nov 17 08:19:55 +0000 2022,1.5931569692838584e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,7.0,1009.0,2575.0,584.0
3945,"RT @ESPNFC: Poland's national football team were escorted by F16 planes to the southern border of Poland on their way to Qatar 

(via @L",AppiahE20636078,Ablaze,"Texas, USA",45,171,0,1150,Fri Nov 18 01:21:14 +0000 2022,1593413992629813249,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Poland's national football team were escorted by F16 planes to the southern border of Poland on their way to Qatar 

(via @LaczyNasPilka) 
https://t.co/mIZjW3FPEW",True,ESPNFC,ESPN FC,,6735204.0,613.0,13303.0,892.0,Thu Nov 17 18:15:00 +0000 2022,1.5933067257170084e+18,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",en,752.0,566.0,5347.0,48355.0
3946,"From a stadium made with shipping containers to the Gem of the Desert, an estimated $6.5B to $10B was spent to build, renovate and prepare stadiums for the World Cup. With games beginning this weekend all eyes are on Qatar as the soccer world descends on the desert. https://t.co/lezgoaXAkx",StadiumStat,Stadium Stats,,40,18,0,8,Fri Nov 18 01:21:14 +0000 2022,1593413993435222016,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3947,RT @cjwerleman: Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Qur,ABietzsch,Thelonious,,205,600,3,41561,Fri Nov 18 01:21:15 +0000 2022,1593413997990117376,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,"Qatar is first Muslim country to host FIFA World Cup. The tournament opens [dress rehearsal] with a recitation from the Quran. 
https://t.co/I7qN5EB96R https://t.co/in5J8S59YB",True,cjwerleman,CJ Werleman,USA,333151.0,4165.0,2655.0,138808.0,Thu Nov 17 23:45:17 +0000 2022,1.5933898458122158e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,25.0,26.0,208.0,831.0
3948,"@LifeSite Yes, they did and good for them.  After all, if the United States had laws like Qatar, @doug_mainwaring would be in prison.",Jagged588,Jagged,,2,5,0,51,Fri Nov 18 01:21:16 +0000 2022,1593414000015990786,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3949,RT @wc22updates: Poland's team were escorted by F16 planes to the southern border of Poland on their way to Qatar  https://t.co/ONScYcBJ,dloyolavergara,Daniel Loyola,,1289,3197,8,16309,Fri Nov 18 01:21:16 +0000 2022,1593414002251829248,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,Poland's team were escorted by F16 planes to the southern border of Poland on their way to Qatar  https://t.co/ONScYcBJVG,True,wc22updates,World Cup Updates,Qatar,130109.0,0.0,442.0,0.0,Thu Nov 17 19:20:46 +0000 2022,1.5933232755637944e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,95.0,64.0,554.0,8422.0
3950,"RT @bunniefied: $15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",ranindey0x,rani||$TTC,,95,4840,1,5907,Fri Nov 18 01:21:18 +0000 2022,1593414007863791616,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"$15 | 217.500 IDR ~ 120 MINS

- RT + rt &amp; like quoted ",True,bunniefied,bunnie , | GMT +8 | est 10.21.20,261179.0,819.0,2234.0,5031.0,Thu Nov 17 21:41:27 +0000 2022,1.5933586815208202e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,1.0,413.0,2086.0,253.0
3951,@barstoolsports I won't watch. Can't claim to be inclusive and play by Qatar laws.,jakeB2919,me also,,106,43,0,440,Fri Nov 18 01:21:18 +0000 2022,1593414008203247617,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3952,@RumDessy @Kashmann10 @roadto2022en Europe is selling arms to the UAE which is currently in war in Yemen resulting in the worlds worst human crisis. I see no tweet of you about that. Let alone condoning Israel or EU member Denmark for killing Syrians by sending them back to war zones yet youre barking at Qatar.,damascanrose,,,42,73,2,1031,Fri Nov 18 01:21:18 +0000 2022,1593414008278863873,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3953,"RT @taemi_KV: Taehyung buying something in Paris 
Jungkook buying something in Qatar

                           CELINE https://t.co/u4fWG6",TAEKOOKMEMOIRE,SEAGULL (INDIGO) FIFAKOOK!,,420,488,9,24194,Fri Nov 18 01:21:19 +0000 2022,1593414011869360128,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Taehyung buying something in Paris 
Jungkook buying something in Qatar

                           CELINE https://t.co/u4fWG6hjRh",True,taemi_KV,koote,,15586.0,108.0,185.0,4027.0,Thu Nov 17 15:16:24 +0000 2022,1.5932617807126856e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,51.0,6.0,782.0,3027.0
3954,5 prop bets for the 2022 FIFA World Cup in Qatar put together by the Cold Take Sports crew! #FIFAWorldCup #Qatar2022  https://t.co/ZBzPzKI6WT,ColdTakeSport,Cold Take Sports,,1256,454,5,16,Fri Nov 18 01:21:19 +0000 2022,1593414013185978368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3955,"RT @The_Cripto_Doc: Say hello to mi little friend
I love this beautiful @OTTEZnft , the art of @wwwombats it's on another level
#te",qwongzz,wingtez,,1040,1796,10,3381,Fri Nov 18 01:21:19 +0000 2022,1593414014574333952,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Say hello to mi little friend
I love this beautiful @OTTEZnft , the art of @wwwombats it's on another level
#tezos #Ethereum #BAYC #BTC #Qatar2022 #nftart #NFTs #NFTCommmunity #Web3 #Binance https://t.co/1SLx7QOccn",True,The_Cripto_Doc,The Cripto Doc / OTTEZ #2637,Mxico,1625.0,1157.0,10.0,20189.0,Fri Nov 18 01:11:11 +0000 2022,1.5934114612918436e+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0.0,1.0,4.0,7.0
3956,excited for worldcup @FlexerTop @inacheveart @AsadKazmi66 @brazybeets @bUckO_O @mcoc_collection @mardon_unarov @natananimuseth @Preciouxstudi0 @Uditha110 @ladynftqq @MehranSakhaee,Sekasvhbnl,@SekasekBacot,Kiribati,0,5,0,2,Fri Nov 18 01:21:20 +0000 2022,1593414015321051136,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,,False,,,,,,,,,,,,,,,
3957,"RT @bolu_ay: Also live events benefit a lot from twitter , its like a giant viewing center 

World Cup Gonna suffer for it 
Qatar better w",Bolxhwtf,SENSUAL - EP OUT NOW,,939,1066,5,44024,Fri Nov 18 01:21:20 +0000 2022,1593414018823323649,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,"Also live events benefit a lot from twitter , its like a giant viewing center 

World Cup Gonna suffer for it 
Qatar better wire twitter some emergency liquidity lmaooo",True,bolu_ay,kanki ,United Kingdom or somewhere ,9225.0,3285.0,44.0,234487.0,Fri Nov 18 01:16:30 +0000 2022,1.593412801720107e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0.0,0.0,1.0,2.0
3958,"RT @Koreaboo: 9 BTS Jungkook In Qatar Moments You Wont Want To Miss

#JungkookInQatar #JungkookAtFIFAWorldCup

https://t.co/Be2GV3S8MU",bestjk11,@bestjk,,6,8,0,103,Fri Nov 18 01:21:21 +0000 2022,1593414019871756289,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"9 BTS Jungkook In Qatar Moments You Wont Want To Miss

#JungkookInQatar #JungkookAtFIFAWorldCup

https://t.co/Be2GV3S8MU",True,Koreaboo,Koreaboo,Worldwide,2414475.0,577.0,2675.0,3314.0,Thu Nov 17 21:25:00 +0000 2022,1.5933545405558374e+18,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",en,0.0,8.0,134.0,546.0
3959,"RT @_sportspredict: We are going LIVE tomorrow!  

The platform will debut with @FIFAWorldCup Qatar 2022, presenting 64,000 #NFT supplies",Nexus_NFTx,Nexus NFT | Promoter ,,8730,83,2,379,Fri Nov 18 01:21:21 +0000 2022,1593414021935398913,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"We are going LIVE tomorrow!  

The platform will debut with @FIFAWorldCup Qatar 2022, presenting 64,000 #NFT supplies from 32 teams in total! 

Ready to support your team? Stay tuned! 

#fifa #worldcup #worldcup2022 #sports #prediction #web3 #blockchain https://t.co/1bAZgXE3Eo",True,_sportspredict,sportspredict.io,,1505.0,0.0,0.0,3.0,Thu Nov 17 15:40:30 +0000 2022,1.5932678443676467e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,5.0,562.0,456.0,484.0
3960,RT @wc22updates: Poland's team were escorted by F16 planes to the southern border of Poland on their way to Qatar  https://t.co/ONScYcBJ,ashhiiish,Ashish Rana Magar,Nepal,54,60,0,8628,Fri Nov 18 01:21:21 +0000 2022,1593414022593802240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,0,0,0,0,Poland's team were escorted by F16 planes to the southern border of Poland on their way to Qatar  https://t.co/ONScYcBJVG,True,wc22updates,World Cup Updates,Qatar,130102.0,0.0,445.0,0.0,Thu Nov 17 19:20:46 +0000 2022,1.5933232755637944e+18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",en,95.0,64.0,555.0,8422.0
3961,"RT @theworldindex: Worlds Best First Class Airlines of 2022

1. Singapore Airlines
2. Emirates
3. Swiss International Air Lines
4.",DhamodaranK,Dhamodaran Kailasam,"Chennai, India",45,454,0,975,Fri Nov 18 01:21:22 +0000 2022,1593414023650811905,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",en,0,0,0,0,"Worlds Best First Class Airlines of 2022

1. Singapore Airlines
2. Emirates
3. Swiss International Air Lines
4. Air France
5. ANA All Nippon Airways
6. Lufthansa
7. Japan Airlines
8. Qatar Airways
9. British Airways
10. Korean Air

(Skytrax)",True,theworldindex,World Index,Global,399969.0,0.0,997.0,0.0,Thu Nov 17 04:00:27 +0000 2022,1.5930916722753167e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",en,18.0,59.0,314.0,1760.0
